"activityType" "subject" "averageOfVariable" "variableName"
"WALKING_UPSTAIRS" "7" -0.663340760331169 "tBodyGyro-std()-Z"
"LAYING" "8" NA "tBodyGyro-std()-Z"
"SITTING" "8" NA "tBodyGyro-std()-Z"
"STANDING" "8" NA "tBodyGyro-std()-Z"
"WALKING" "8" NA "tBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "8" NA "tBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "8" -0.511392038012811 "tBodyGyro-std()-Z"
"LAYING" "9" NA "tBodyGyro-std()-Z"
"SITTING" "9" NA "tBodyGyro-std()-Z"
"STANDING" "9" NA "tBodyGyro-std()-Z"
"WALKING" "9" NA "tBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "9" NA "tBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "9" -0.587557692291458 "tBodyGyro-std()-Z"
"LAYING" "10" NA "tBodyGyro-std()-Z"
"SITTING" "10" NA "tBodyGyro-std()-Z"
"STANDING" "10" NA "tBodyGyro-std()-Z"
"WALKING" "10" NA "tBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "10" -0.505981516216239 "tBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "10" -0.957569497 "tBodyGyro-std()-Z"
"LAYING" "11" NA "tBodyGyro-std()-Z"
"SITTING" "11" NA "tBodyGyro-std()-Z"
"STANDING" "11" NA "tBodyGyro-std()-Z"
"WALKING" "11" NA "tBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "11" NA "tBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "11" -0.725016008797468 "tBodyGyro-std()-Z"
"LAYING" "12" NA "tBodyGyro-std()-Z"
"SITTING" "12" -0.699245741395522 "tBodyGyro-std()-Z"
"STANDING" "12" NA "tBodyGyro-std()-Z"
"WALKING" "12" NA "tBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "12" -0.650750149365591 "tBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "12" NA "tBodyGyro-std()-Z"
"LAYING" "13" NA "tBodyGyro-std()-Z"
"SITTING" "13" -0.643337285033639 "tBodyGyro-std()-Z"
"STANDING" "13" NA "tBodyGyro-std()-Z"
"WALKING" "13" NA "tBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "13" NA "tBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "13" NA "tBodyGyro-std()-Z"
"LAYING" "14" NA "tBodyGyro-std()-Z"
"SITTING" "14" NA "tBodyGyro-std()-Z"
"STANDING" "14" NA "tBodyGyro-std()-Z"
"WALKING" "14" NA "tBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "14" -0.16936650962377 "tBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "14" -0.967101618101266 "tBodyGyro-std()-Z"
"LAYING" "15" NA "tBodyGyro-std()-Z"
"SITTING" "15" NA "tBodyGyro-std()-Z"
"STANDING" "15" NA "tBodyGyro-std()-Z"
"WALKING" "15" NA "tBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "15" -0.721826987530488 "tBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "15" NA "tBodyGyro-std()-Z"
"LAYING" "16" NA "tBodyGyro-std()-Z"
"SITTING" "16" NA "tBodyGyro-std()-Z"
"STANDING" "16" NA "tBodyGyro-std()-Z"
"WALKING" "16" NA "tBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "16" -0.737629967961749 "tBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "16" NA "tBodyGyro-std()-Z"
"LAYING" "17" NA "tBodyGyro-std()-Z"
"SITTING" "17" -0.681002221107187 "tBodyGyro-std()-Z"
"STANDING" "17" NA "tBodyGyro-std()-Z"
"WALKING" "17" NA "tBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "17" -0.985666489166667 "tBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "17" NA "tBodyGyro-std()-Z"
"LAYING" "18" NA "tBodyGyro-std()-Z"
"SITTING" "18" -0.962330311666667 "tBodyGyro-std()-Z"
"STANDING" "18" -0.72614680991018 "tBodyGyro-std()-Z"
"WALKING" "18" NA "tBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "18" NA "tBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "18" NA "tBodyGyro-std()-Z"
"LAYING" "19" NA "tBodyGyro-std()-Z"
"SITTING" "19" -0.645682212189167 "tBodyGyro-std()-Z"
"STANDING" "19" NA "tBodyGyro-std()-Z"
"WALKING" "19" NA "tBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "19" NA "tBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "19" NA "tBodyGyro-std()-Z"
"LAYING" "20" -0.460843186407692 "tBodyGyro-std()-Z"
"SITTING" "20" NA "tBodyGyro-std()-Z"
"STANDING" "20" -0.579620527478788 "tBodyGyro-std()-Z"
"WALKING" "20" NA "tBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "20" NA "tBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "20" NA "tBodyGyro-std()-Z"
"LAYING" "21" NA "tBodyGyro-std()-Z"
"SITTING" "21" -0.701642028499559 "tBodyGyro-std()-Z"
"STANDING" "21" NA "tBodyGyro-std()-Z"
"WALKING" "21" NA "tBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "21" NA "tBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "21" NA "tBodyGyro-std()-Z"
"LAYING" "22" NA "tBodyGyro-std()-Z"
"SITTING" "22" -0.720618809515152 "tBodyGyro-std()-Z"
"STANDING" "22" -0.547955275764228 "tBodyGyro-std()-Z"
"WALKING" "22" NA "tBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "22" NA "tBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "22" NA "tBodyGyro-std()-Z"
"LAYING" "23" NA "tBodyGyro-std()-Z"
"SITTING" "23" NA "tBodyGyro-std()-Z"
"STANDING" "23" -0.609683451821774 "tBodyGyro-std()-Z"
"WALKING" "23" NA "tBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "23" NA "tBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "23" NA "tBodyGyro-std()-Z"
"LAYING" "24" -0.708251676335958 "tBodyGyro-std()-Z"
"SITTING" "24" NA "tBodyGyro-std()-Z"
"STANDING" "24" NA "tBodyGyro-std()-Z"
"WALKING" "24" NA "tBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "24" NA "tBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "24" NA "tBodyGyro-std()-Z"
"LAYING" "25" NA "tBodyGyro-std()-Z"
"SITTING" "25" NA "tBodyGyro-std()-Z"
"STANDING" "25" -0.74741022 "tBodyGyro-std()-Z"
"WALKING" "25" NA "tBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "25" NA "tBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "25" NA "tBodyGyro-std()-Z"
"LAYING" "26" NA "tBodyGyro-std()-Z"
"SITTING" "26" NA "tBodyGyro-std()-Z"
"STANDING" "26" -0.703347205619898 "tBodyGyro-std()-Z"
"WALKING" "26" NA "tBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "26" NA "tBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "26" NA "tBodyGyro-std()-Z"
"LAYING" "27" -0.594631679097315 "tBodyGyro-std()-Z"
"SITTING" "27" NA "tBodyGyro-std()-Z"
"STANDING" "27" -0.977847181794872 "tBodyGyro-std()-Z"
"WALKING" "27" NA "tBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "27" NA "tBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "27" NA "tBodyGyro-std()-Z"
"LAYING" "28" -0.669789662889791 "tBodyGyro-std()-Z"
"SITTING" "28" NA "tBodyGyro-std()-Z"
"STANDING" "28" NA "tBodyGyro-std()-Z"
"WALKING" "28" NA "tBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "28" NA "tBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "28" NA "tBodyGyro-std()-Z"
"LAYING" "29" -0.713864583982558 "tBodyGyro-std()-Z"
"SITTING" "29" NA "tBodyGyro-std()-Z"
"STANDING" "29" NA "tBodyGyro-std()-Z"
"WALKING" "29" NA "tBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "29" NA "tBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "29" NA "tBodyGyro-std()-Z"
"LAYING" "30" -0.589783442185379 "tBodyGyro-std()-Z"
"SITTING" "30" NA "tBodyGyro-std()-Z"
"STANDING" "30" NA "tBodyGyro-std()-Z"
"WALKING" "30" NA "tBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "30" NA "tBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "30" NA "tBodyGyro-std()-Z"
"LAYING" "1" NA "tBodyGyroJerk-mean()-X"
"SITTING" "1" NA "tBodyGyroJerk-mean()-X"
"STANDING" "1" NA "tBodyGyroJerk-mean()-X"
"WALKING" "1" -0.0971120197265994 "tBodyGyroJerk-mean()-X"
"WALKING_DOWNSTAIRS" "1" NA "tBodyGyroJerk-mean()-X"
"WALKING_UPSTAIRS" "1" NA "tBodyGyroJerk-mean()-X"
"LAYING" "2" NA "tBodyGyroJerk-mean()-X"
"SITTING" "2" NA "tBodyGyroJerk-mean()-X"
"STANDING" "2" NA "tBodyGyroJerk-mean()-X"
"WALKING" "2" -0.0875587491668874 "tBodyGyroJerk-mean()-X"
"WALKING_DOWNSTAIRS" "2" NA "tBodyGyroJerk-mean()-X"
"WALKING_UPSTAIRS" "2" NA "tBodyGyroJerk-mean()-X"
"LAYING" "3" NA "tBodyGyroJerk-mean()-X"
"SITTING" "3" NA "tBodyGyroJerk-mean()-X"
"STANDING" "3" NA "tBodyGyroJerk-mean()-X"
"WALKING" "3" -0.0991554609633431 "tBodyGyroJerk-mean()-X"
"WALKING_DOWNSTAIRS" "3" NA "tBodyGyroJerk-mean()-X"
"WALKING_UPSTAIRS" "3" NA "tBodyGyroJerk-mean()-X"
"LAYING" "4" NA "tBodyGyroJerk-mean()-X"
"SITTING" "4" NA "tBodyGyroJerk-mean()-X"
"STANDING" "4" NA "tBodyGyroJerk-mean()-X"
"WALKING" "4" -0.10509869233866 "tBodyGyroJerk-mean()-X"
"WALKING_DOWNSTAIRS" "4" NA "tBodyGyroJerk-mean()-X"
"WALKING_UPSTAIRS" "4" -0.112213469653659 "tBodyGyroJerk-mean()-X"
"LAYING" "5" NA "tBodyGyroJerk-mean()-X"
"SITTING" "5" NA "tBodyGyroJerk-mean()-X"
"STANDING" "5" NA "tBodyGyroJerk-mean()-X"
"WALKING" "5" -0.103522877147351 "tBodyGyroJerk-mean()-X"
"WALKING_DOWNSTAIRS" "5" NA "tBodyGyroJerk-mean()-X"
"WALKING_UPSTAIRS" "5" NA "tBodyGyroJerk-mean()-X"
"LAYING" "6" NA "tBodyGyroJerk-mean()-X"
"SITTING" "6" NA "tBodyGyroJerk-mean()-X"
"STANDING" "6" NA "tBodyGyroJerk-mean()-X"
"WALKING" "6" -0.0919680285336017 "tBodyGyroJerk-mean()-X"
"WALKING_DOWNSTAIRS" "6" NA "tBodyGyroJerk-mean()-X"
"WALKING_UPSTAIRS" "6" -0.0589128557764045 "tBodyGyroJerk-mean()-X"
"LAYING" "7" NA "tBodyGyroJerk-mean()-X"
"SITTING" "7" NA "tBodyGyroJerk-mean()-X"
"STANDING" "7" NA "tBodyGyroJerk-mean()-X"
"WALKING" "7" NA "tBodyGyroJerk-mean()-X"
"WALKING_DOWNSTAIRS" "7" NA "tBodyGyroJerk-mean()-X"
"WALKING_UPSTAIRS" "7" -0.0942037376182662 "tBodyGyroJerk-mean()-X"
"LAYING" "8" NA "tBodyGyroJerk-mean()-X"
"SITTING" "8" NA "tBodyGyroJerk-mean()-X"
"STANDING" "8" NA "tBodyGyroJerk-mean()-X"
"WALKING" "8" NA "tBodyGyroJerk-mean()-X"
"WALKING_DOWNSTAIRS" "8" NA "tBodyGyroJerk-mean()-X"
"WALKING_UPSTAIRS" "8" -0.104969855200356 "tBodyGyroJerk-mean()-X"
"LAYING" "9" NA "tBodyGyroJerk-mean()-X"
"SITTING" "9" NA "tBodyGyroJerk-mean()-X"
"STANDING" "9" NA "tBodyGyroJerk-mean()-X"
"WALKING" "9" NA "tBodyGyroJerk-mean()-X"
"WALKING_DOWNSTAIRS" "9" NA "tBodyGyroJerk-mean()-X"
"WALKING_UPSTAIRS" "9" -0.0892254930640278 "tBodyGyroJerk-mean()-X"
"LAYING" "10" NA "tBodyGyroJerk-mean()-X"
"SITTING" "10" NA "tBodyGyroJerk-mean()-X"
"STANDING" "10" NA "tBodyGyroJerk-mean()-X"
"WALKING" "10" NA "tBodyGyroJerk-mean()-X"
"WALKING_DOWNSTAIRS" "10" -0.11062834367265 "tBodyGyroJerk-mean()-X"
"WALKING_UPSTAIRS" "10" -0.0984885261 "tBodyGyroJerk-mean()-X"
"LAYING" "11" NA "tBodyGyroJerk-mean()-X"
"SITTING" "11" NA "tBodyGyroJerk-mean()-X"
"STANDING" "11" NA "tBodyGyroJerk-mean()-X"
"WALKING" "11" NA "tBodyGyroJerk-mean()-X"
"WALKING_DOWNSTAIRS" "11" NA "tBodyGyroJerk-mean()-X"
"WALKING_UPSTAIRS" "11" -0.0805473309873418 "tBodyGyroJerk-mean()-X"
"LAYING" "12" NA "tBodyGyroJerk-mean()-X"
"SITTING" "12" -0.0726924262059701 "tBodyGyroJerk-mean()-X"
"STANDING" "12" NA "tBodyGyroJerk-mean()-X"
"WALKING" "12" NA "tBodyGyroJerk-mean()-X"
"WALKING_DOWNSTAIRS" "12" -0.073416747110215 "tBodyGyroJerk-mean()-X"
"WALKING_UPSTAIRS" "12" NA "tBodyGyroJerk-mean()-X"
"LAYING" "13" NA "tBodyGyroJerk-mean()-X"
"SITTING" "13" -0.0881182379434251 "tBodyGyroJerk-mean()-X"
"STANDING" "13" NA "tBodyGyroJerk-mean()-X"
"WALKING" "13" NA "tBodyGyroJerk-mean()-X"
"WALKING_DOWNSTAIRS" "13" NA "tBodyGyroJerk-mean()-X"
"WALKING_UPSTAIRS" "13" NA "tBodyGyroJerk-mean()-X"
"LAYING" "14" NA "tBodyGyroJerk-mean()-X"
"SITTING" "14" NA "tBodyGyroJerk-mean()-X"
"STANDING" "14" NA "tBodyGyroJerk-mean()-X"
"WALKING" "14" NA "tBodyGyroJerk-mean()-X"
"WALKING_DOWNSTAIRS" "14" -0.109826852532898 "tBodyGyroJerk-mean()-X"
"WALKING_UPSTAIRS" "14" -0.100542747126582 "tBodyGyroJerk-mean()-X"
"LAYING" "15" NA "tBodyGyroJerk-mean()-X"
"SITTING" "15" NA "tBodyGyroJerk-mean()-X"
"STANDING" "15" NA "tBodyGyroJerk-mean()-X"
"WALKING" "15" NA "tBodyGyroJerk-mean()-X"
"WALKING_DOWNSTAIRS" "15" -0.0960910108539634 "tBodyGyroJerk-mean()-X"
"WALKING_UPSTAIRS" "15" NA "tBodyGyroJerk-mean()-X"
"LAYING" "16" NA "tBodyGyroJerk-mean()-X"
"SITTING" "16" NA "tBodyGyroJerk-mean()-X"
"STANDING" "16" NA "tBodyGyroJerk-mean()-X"
"WALKING" "16" NA "tBodyGyroJerk-mean()-X"
"WALKING_DOWNSTAIRS" "16" -0.107361614801257 "tBodyGyroJerk-mean()-X"
"WALKING_UPSTAIRS" "16" NA "tBodyGyroJerk-mean()-X"
"LAYING" "17" NA "tBodyGyroJerk-mean()-X"
"SITTING" "17" -0.109084058157187 "tBodyGyroJerk-mean()-X"
"STANDING" "17" NA "tBodyGyroJerk-mean()-X"
"WALKING" "17" NA "tBodyGyroJerk-mean()-X"
"WALKING_DOWNSTAIRS" "17" -0.099654922875 "tBodyGyroJerk-mean()-X"
"WALKING_UPSTAIRS" "17" NA "tBodyGyroJerk-mean()-X"
"LAYING" "18" NA "tBodyGyroJerk-mean()-X"
"SITTING" "18" -0.0981970214 "tBodyGyroJerk-mean()-X"
"STANDING" "18" -0.0940621740320958 "tBodyGyroJerk-mean()-X"
"WALKING" "18" NA "tBodyGyroJerk-mean()-X"
"WALKING_DOWNSTAIRS" "18" NA "tBodyGyroJerk-mean()-X"
"WALKING_UPSTAIRS" "18" NA "tBodyGyroJerk-mean()-X"
"LAYING" "19" NA "tBodyGyroJerk-mean()-X"
"SITTING" "19" -0.0895939425055556 "tBodyGyroJerk-mean()-X"
"STANDING" "19" NA "tBodyGyroJerk-mean()-X"
"WALKING" "19" NA "tBodyGyroJerk-mean()-X"
"WALKING_DOWNSTAIRS" "19" NA "tBodyGyroJerk-mean()-X"
"WALKING_UPSTAIRS" "19" NA "tBodyGyroJerk-mean()-X"
"LAYING" "20" -0.0945547052108333 "tBodyGyroJerk-mean()-X"
"SITTING" "20" NA "tBodyGyroJerk-mean()-X"
"STANDING" "20" -0.0953189767722222 "tBodyGyroJerk-mean()-X"
"WALKING" "20" NA "tBodyGyroJerk-mean()-X"
"WALKING_DOWNSTAIRS" "20" NA "tBodyGyroJerk-mean()-X"
"WALKING_UPSTAIRS" "20" NA "tBodyGyroJerk-mean()-X"
"LAYING" "21" NA "tBodyGyroJerk-mean()-X"
"SITTING" "21" -0.100558317889216 "tBodyGyroJerk-mean()-X"
"STANDING" "21" NA "tBodyGyroJerk-mean()-X"
"WALKING" "21" NA "tBodyGyroJerk-mean()-X"
"WALKING_DOWNSTAIRS" "21" NA "tBodyGyroJerk-mean()-X"
"WALKING_UPSTAIRS" "21" NA "tBodyGyroJerk-mean()-X"
"LAYING" "22" NA "tBodyGyroJerk-mean()-X"
"SITTING" "22" -0.106045772136364 "tBodyGyroJerk-mean()-X"
"STANDING" "22" -0.114427759866748 "tBodyGyroJerk-mean()-X"
"WALKING" "22" NA "tBodyGyroJerk-mean()-X"
"WALKING_DOWNSTAIRS" "22" NA "tBodyGyroJerk-mean()-X"
"WALKING_UPSTAIRS" "22" NA "tBodyGyroJerk-mean()-X"
"LAYING" "23" NA "tBodyGyroJerk-mean()-X"
"SITTING" "23" NA "tBodyGyroJerk-mean()-X"
"STANDING" "23" -0.0966990737225806 "tBodyGyroJerk-mean()-X"
"WALKING" "23" NA "tBodyGyroJerk-mean()-X"
"WALKING_DOWNSTAIRS" "23" NA "tBodyGyroJerk-mean()-X"
"WALKING_UPSTAIRS" "23" NA "tBodyGyroJerk-mean()-X"
"LAYING" "24" -0.0998294248142257 "tBodyGyroJerk-mean()-X"
"SITTING" "24" NA "tBodyGyroJerk-mean()-X"
"STANDING" "24" NA "tBodyGyroJerk-mean()-X"
"WALKING" "24" NA "tBodyGyroJerk-mean()-X"
"WALKING_DOWNSTAIRS" "24" NA "tBodyGyroJerk-mean()-X"
"WALKING_UPSTAIRS" "24" NA "tBodyGyroJerk-mean()-X"
"LAYING" "25" NA "tBodyGyroJerk-mean()-X"
"SITTING" "25" NA "tBodyGyroJerk-mean()-X"
"STANDING" "25" -0.108263884562298 "tBodyGyroJerk-mean()-X"
"WALKING" "25" NA "tBodyGyroJerk-mean()-X"
"WALKING_DOWNSTAIRS" "25" NA "tBodyGyroJerk-mean()-X"
"WALKING_UPSTAIRS" "25" NA "tBodyGyroJerk-mean()-X"
"LAYING" "26" NA "tBodyGyroJerk-mean()-X"
"SITTING" "26" NA "tBodyGyroJerk-mean()-X"
"STANDING" "26" -0.0988125627461224 "tBodyGyroJerk-mean()-X"
"WALKING" "26" NA "tBodyGyroJerk-mean()-X"
"WALKING_DOWNSTAIRS" "26" NA "tBodyGyroJerk-mean()-X"
"WALKING_UPSTAIRS" "26" NA "tBodyGyroJerk-mean()-X"
"LAYING" "27" -0.0873862322442852 "tBodyGyroJerk-mean()-X"
"SITTING" "27" NA "tBodyGyroJerk-mean()-X"
"STANDING" "27" -0.0966434086025641 "tBodyGyroJerk-mean()-X"
"WALKING" "27" NA "tBodyGyroJerk-mean()-X"
"WALKING_DOWNSTAIRS" "27" NA "tBodyGyroJerk-mean()-X"
"WALKING_UPSTAIRS" "27" NA "tBodyGyroJerk-mean()-X"
"LAYING" "28" -0.0881213551172775 "tBodyGyroJerk-mean()-X"
"SITTING" "28" NA "tBodyGyroJerk-mean()-X"
"STANDING" "28" NA "tBodyGyroJerk-mean()-X"
"WALKING" "28" NA "tBodyGyroJerk-mean()-X"
"WALKING_DOWNSTAIRS" "28" NA "tBodyGyroJerk-mean()-X"
"WALKING_UPSTAIRS" "28" NA "tBodyGyroJerk-mean()-X"
"LAYING" "29" -0.100707751809855 "tBodyGyroJerk-mean()-X"
"SITTING" "29" NA "tBodyGyroJerk-mean()-X"
"STANDING" "29" NA "tBodyGyroJerk-mean()-X"
"WALKING" "29" NA "tBodyGyroJerk-mean()-X"
"WALKING_DOWNSTAIRS" "29" NA "tBodyGyroJerk-mean()-X"
"WALKING_UPSTAIRS" "29" NA "tBodyGyroJerk-mean()-X"
"LAYING" "30" -0.0926769005274151 "tBodyGyroJerk-mean()-X"
"SITTING" "30" NA "tBodyGyroJerk-mean()-X"
"STANDING" "30" NA "tBodyGyroJerk-mean()-X"
"WALKING" "30" NA "tBodyGyroJerk-mean()-X"
"WALKING_DOWNSTAIRS" "30" NA "tBodyGyroJerk-mean()-X"
"WALKING_UPSTAIRS" "30" NA "tBodyGyroJerk-mean()-X"
"LAYING" "1" NA "tBodyGyroJerk-mean()-Y"
"SITTING" "1" NA "tBodyGyroJerk-mean()-Y"
"STANDING" "1" NA "tBodyGyroJerk-mean()-Y"
"WALKING" "1" -0.0417164808293948 "tBodyGyroJerk-mean()-Y"
"WALKING_DOWNSTAIRS" "1" NA "tBodyGyroJerk-mean()-Y"
"WALKING_UPSTAIRS" "1" NA "tBodyGyroJerk-mean()-Y"
"LAYING" "2" NA "tBodyGyroJerk-mean()-Y"
"SITTING" "2" NA "tBodyGyroJerk-mean()-Y"
"STANDING" "2" NA "tBodyGyroJerk-mean()-Y"
"WALKING" "2" -0.0433986835453642 "tBodyGyroJerk-mean()-Y"
"WALKING_DOWNSTAIRS" "2" NA "tBodyGyroJerk-mean()-Y"
"WALKING_UPSTAIRS" "2" NA "tBodyGyroJerk-mean()-Y"
"LAYING" "3" NA "tBodyGyroJerk-mean()-Y"
"SITTING" "3" NA "tBodyGyroJerk-mean()-Y"
"STANDING" "3" NA "tBodyGyroJerk-mean()-Y"
"WALKING" "3" -0.0401923943695015 "tBodyGyroJerk-mean()-Y"
"WALKING_DOWNSTAIRS" "3" NA "tBodyGyroJerk-mean()-Y"
"WALKING_UPSTAIRS" "3" NA "tBodyGyroJerk-mean()-Y"
"LAYING" "4" NA "tBodyGyroJerk-mean()-Y"
"SITTING" "4" NA "tBodyGyroJerk-mean()-Y"
"STANDING" "4" NA "tBodyGyroJerk-mean()-Y"
"WALKING" "4" -0.0410624426912371 "tBodyGyroJerk-mean()-Y"
"WALKING_DOWNSTAIRS" "4" NA "tBodyGyroJerk-mean()-Y"
"WALKING_UPSTAIRS" "4" -0.0384344734528455 "tBodyGyroJerk-mean()-Y"
"LAYING" "5" NA "tBodyGyroJerk-mean()-Y"
"SITTING" "5" NA "tBodyGyroJerk-mean()-Y"
"STANDING" "5" NA "tBodyGyroJerk-mean()-Y"
"WALKING" "5" -0.0490624519374172 "tBodyGyroJerk-mean()-Y"
"WALKING_DOWNSTAIRS" "5" NA "tBodyGyroJerk-mean()-Y"
"WALKING_UPSTAIRS" "5" NA "tBodyGyroJerk-mean()-Y"
"LAYING" "6" NA "tBodyGyroJerk-mean()-Y"
"SITTING" "6" NA "tBodyGyroJerk-mean()-Y"
"STANDING" "6" NA "tBodyGyroJerk-mean()-Y"
"WALKING" "6" -0.0437656755737288 "tBodyGyroJerk-mean()-Y"
"WALKING_DOWNSTAIRS" "6" NA "tBodyGyroJerk-mean()-Y"
"WALKING_UPSTAIRS" "6" -0.0500700364842697 "tBodyGyroJerk-mean()-Y"
"LAYING" "7" NA "tBodyGyroJerk-mean()-Y"
"SITTING" "7" NA "tBodyGyroJerk-mean()-Y"
"STANDING" "7" NA "tBodyGyroJerk-mean()-Y"
"WALKING" "7" NA "tBodyGyroJerk-mean()-Y"
"WALKING_DOWNSTAIRS" "7" NA "tBodyGyroJerk-mean()-Y"
"WALKING_UPSTAIRS" "7" -0.0414401406082792 "tBodyGyroJerk-mean()-Y"
"LAYING" "8" NA "tBodyGyroJerk-mean()-Y"
"SITTING" "8" NA "tBodyGyroJerk-mean()-Y"
"STANDING" "8" NA "tBodyGyroJerk-mean()-Y"
"WALKING" "8" NA "tBodyGyroJerk-mean()-Y"
"WALKING_DOWNSTAIRS" "8" NA "tBodyGyroJerk-mean()-Y"
"WALKING_UPSTAIRS" "8" -0.0400922240331673 "tBodyGyroJerk-mean()-Y"
"LAYING" "9" NA "tBodyGyroJerk-mean()-Y"
"SITTING" "9" NA "tBodyGyroJerk-mean()-Y"
"STANDING" "9" NA "tBodyGyroJerk-mean()-Y"
"WALKING" "9" NA "tBodyGyroJerk-mean()-Y"
"WALKING_DOWNSTAIRS" "9" NA "tBodyGyroJerk-mean()-Y"
"WALKING_UPSTAIRS" "9" -0.0397344421815972 "tBodyGyroJerk-mean()-Y"
"LAYING" "10" NA "tBodyGyroJerk-mean()-Y"
"SITTING" "10" NA "tBodyGyroJerk-mean()-Y"
"STANDING" "10" NA "tBodyGyroJerk-mean()-Y"
"WALKING" "10" NA "tBodyGyroJerk-mean()-Y"
"WALKING_DOWNSTAIRS" "10" -0.043380952132265 "tBodyGyroJerk-mean()-Y"
"WALKING_UPSTAIRS" "10" -0.0386820786833333 "tBodyGyroJerk-mean()-Y"
"LAYING" "11" NA "tBodyGyroJerk-mean()-Y"
"SITTING" "11" NA "tBodyGyroJerk-mean()-Y"
"STANDING" "11" NA "tBodyGyroJerk-mean()-Y"
"WALKING" "11" NA "tBodyGyroJerk-mean()-Y"
"WALKING_DOWNSTAIRS" "11" NA "tBodyGyroJerk-mean()-Y"
"WALKING_UPSTAIRS" "11" -0.0493914065474684 "tBodyGyroJerk-mean()-Y"
"LAYING" "12" NA "tBodyGyroJerk-mean()-Y"
"SITTING" "12" -0.0457374795179104 "tBodyGyroJerk-mean()-Y"
"STANDING" "12" NA "tBodyGyroJerk-mean()-Y"
"WALKING" "12" NA "tBodyGyroJerk-mean()-Y"
"WALKING_DOWNSTAIRS" "12" -0.0421957057096774 "tBodyGyroJerk-mean()-Y"
"WALKING_UPSTAIRS" "12" NA "tBodyGyroJerk-mean()-Y"
"LAYING" "13" NA "tBodyGyroJerk-mean()-Y"
"SITTING" "13" -0.0440836605146789 "tBodyGyroJerk-mean()-Y"
"STANDING" "13" NA "tBodyGyroJerk-mean()-Y"
"WALKING" "13" NA "tBodyGyroJerk-mean()-Y"
"WALKING_DOWNSTAIRS" "13" NA "tBodyGyroJerk-mean()-Y"
"WALKING_UPSTAIRS" "13" NA "tBodyGyroJerk-mean()-Y"
"LAYING" "14" NA "tBodyGyroJerk-mean()-Y"
"SITTING" "14" NA "tBodyGyroJerk-mean()-Y"
"STANDING" "14" NA "tBodyGyroJerk-mean()-Y"
"WALKING" "14" NA "tBodyGyroJerk-mean()-Y"
"WALKING_DOWNSTAIRS" "14" -0.0439177837856107 "tBodyGyroJerk-mean()-Y"
"WALKING_UPSTAIRS" "14" -0.0414738805316456 "tBodyGyroJerk-mean()-Y"
"LAYING" "15" NA "tBodyGyroJerk-mean()-Y"
"SITTING" "15" NA "tBodyGyroJerk-mean()-Y"
"STANDING" "15" NA "tBodyGyroJerk-mean()-Y"
"WALKING" "15" NA "tBodyGyroJerk-mean()-Y"
"WALKING_DOWNSTAIRS" "15" -0.0441270690182012 "tBodyGyroJerk-mean()-Y"
